"","trip","Year","month","gear","light","fleet","bait","hook","hooks","sets","SWO","BUM","lat5","lon5","lat","lon","hbf","habSWO","habBUM","season","area"
"875","72.2011.12.1.25.-85.2",2011,12,72,3,1,2,1,16.456,20,39,1,25,-85,27.5,-87.5,4,2.6904e-08,2.3976e-08,4,"N"
"876","72.2011.12.1.25.-85.4",2011,12,72,3,1,2,1,16.376,20,42,0,25,-85,27.5,-86.5,4,2.7197e-08,2.2974e-08,4,"N"
"877","72.2011.3.1.35.-70",2011,3,72,3,1,2,1,6.6,11,14,0,35,-70,35.5,-70.5,4,2.33e-08,9.7647e-09,1,"N"
"878","72.2011.4.1.35.-70",2011,4,72,3,1,2,1,7.36,11,16,0,35,-70,35.5,-70.5,4,2.3782e-08,1.2951e-08,2,"N"
"879","72.2011.5.1.30.-70",2011,5,72,3,1,2,1,14.964,30,45,0,30,-70,32.5,-72.5,4,2.4195e-08,2.0347e-08,2,"N"
"880","72.2011.7.1.35.-60",2011,7,72,3,1,2,1,6,6,12,0,35,-60,39.5,-61,4,2.8453e-08,1.65825e-08,3,"N"
"881","72.2012.1.1.25.-75",2012,1,72,3,1,2,1,2.7,6,7,0,25,-75,28.5,-77.5,4,2.5729e-08,5.4509e-08,1,"N"
"882","72.2012.1.1.25.-85.5",2012,1,72,3,1,2,1,10.82,13,25,0,25,-85,28.5,-86.5,4,2.6222e-08,1.8361e-08,1,"N"
"883","72.2012.10.1.25.-75",2012,10,72,3,1,2,1,32.324,48,66,4,25,-75,28.5,-78.5,4,2.8591e-08,8.3156e-08,4,"N"
"884","72.2012.10.1.30.-75",2012,10,72,3,1,2,1,0.64,2,2,0,30,-75,32.5,-75.5,4,2.5795e-08,5.1786e-08,4,"N"
"885","72.2012.11.1.25.-55",2012,11,72,3,1,2,1,0.9,1,5,0,25,-55,27.5,-59.5,4,2.42e-08,4.6402e-08,4,"N"
"886","72.2012.11.1.25.-85",2012,11,72,3,1,2,1,69.152,83,163,0,25,-85,27.5,-87.5,4,2.6244e-08,2.3906e-08,4,"N"
"887","72.2012.11.1.40.-60",2012,11,72,3,1,2,1,3.684,5,5,0,40,-60,40.5,-63.5,4,2.9757e-08,8.3897e-09,4,"N"
"888","72.2012.3.1.25.-85",2012,3,72,3,1,2,1,79.548,95,192,2,25,-85,27.5,-86.5,4,2.6563e-08,2.0106e-08,1,"N"
"889","72.2012.3.1.35.-65",2012,3,72,3,1,2,1,14.92,26,45,0,35,-65,35.5,-69,4,2.3004e-08,2.7785e-08,1,"N"
"890","72.2012.4.1.25.-85",2012,4,72,3,1,2,1,46.124,55,98,1,25,-85,28.5,-86.5,4,2.6736e-08,2.0474e-08,2,"N"
"891","72.2012.6.1.30.-70",2012,6,72,3,1,2,1,4.492,13,10,0,30,-70,32.5,-71.5,4,2.4782e-08,2.2319e-08,2,"N"
"892","72.2012.9.1.25.-80",2012,9,72,3,1,2,1,29.612,38,0,1,25,-80,28.5,-84.5,4,0,0,3,"N"
"893","72.2013.11.1.40.-60",2013,11,72,3,1,2,1,2.008,2,0,0,40,-60,40.5,-64.5,4,3.1329e-08,7.9775e-09,4,"N"
"894","72.2013.2.1.35.-70",2013,2,72,3,1,2,1,0.3,1,0,0,35,-70,36.5,-70.5,4,2.4151e-08,1.0822e-08,1,"N"
"895","72.2013.4.1.30.-65",2013,4,72,3,1,2,1,6.72,10,16,0,30,-65,34.5,-69.5,4,2.354e-08,2.5002e-08,2,"N"
"896","72.2013.4.1.30.-70",2013,4,72,3,1,2,1,6.924,11,15,0,30,-70,34.5,-70.5,4,2.3778e-08,2.235e-08,2,"N"
"897","72.2013.7.1.30.-70",2013,7,72,3,1,2,1,3.104,9,5,0,30,-70,32.5,-73.5,4,2.5105e-08,4.2741e-08,3,"N"
"898","72.2013.8.1.25.-85",2013,8,72,3,1,2,1,15.404,18,32,1,25,-85,28.5,-86.5,4,3.1162e-08,3.4539e-08,3,"N"
"899","72.2013.9.1.25.-80",2013,9,72,3,1,2,1,7.556,10,0,0,25,-80,28.5,-83.5,4,0,0,3,"N"
"900","72.2014.1.1.25.-80",2014,1,72,3,1,2,1,25.92,31,0,0,25,-80,28.5,-84.5,4,0,0,1,"N"
"901","72.2014.11.1.30.-70",2014,11,72,3,1,2,1,1.056,3,1,0,30,-70,32.5,-72.5,4,2.4372e-08,3.4293e-08,4,"N"
"902","72.2014.12.1.25.-80",2014,12,72,3,1,2,1,6.56,8,0,0,25,-80,28,-84.5,4,0,8.488e-09,4,"N"
"903","72.2014.12.1.25.-85.2",2014,12,72,3,1,2,1,16.824,20,38,0,25,-85,27.5,-87.5,4,2.6854e-08,2.6328e-08,4,"N"
"904","72.2014.4.1.35.-70",2014,4,72,3,1,2,1,2.424,4,8,0,35,-70,35.5,-71.5,4,2.3843e-08,1.4929e-08,2,"N"
"905","72.2014.7.1.40.-60",2014,7,72,3,1,2,1,31.584,33,126,0,40,-60,41.5,-60.5,4,3.7698e-08,3.6743e-09,3,"N"
"906","72.2015.11.1.25.-85",2015,11,72,3,1,2,1,28.764,33,62,0,25,-85,28.5,-87.5,4,2.5922e-08,2.2758e-08,4,"N"
"907","72.2015.11.1.35.-70",2015,11,72,3,1,2,1,0.8,2,3,0,35,-70,37.5,-70.5,4,2.5723e-08,1.2227e-08,4,"N"
"908","72.2015.11.1.40.-60",2015,11,72,3,1,2,1,7.28,9,19,0,40,-60,40.5,-63.5,4,2.9964e-08,8.3904e-09,4,"N"
"909","72.2015.12.1.25.-60",2015,12,72,3,1,2,1,1.824,3,2,0,25,-60,29.5,-63.5,4,2.4939e-08,2.5619e-08,4,"N"
"910","72.2015.2.1.35.-65",2015,2,72,3,1,2,1,2.244,3,4,0,35,-65,35.5,-69.5,4,2.2675e-08,4.4695e-08,1,"N"
"911","72.2015.4.1.25.-85",2015,4,72,3,1,2,1,7.568,9,11,1,25,-85,28.5,-85.5,4,0,1.9393e-08,2,"N"
"912","72.2015.6.1.25.-80",2015,6,72,3,1,2,1,1.22,2,0,0,25,-80,28.5,-84,4,0,0,2,"N"
"913","73.2005.10.1.35.-70",2005,10,73,3,1,2,1,2.85,4,16,0,35,-70,38.5,-70.5,5,3.8658e-08,9.1076e-09,4,"N"
"914","73.2005.6.1.35.-70",2005,6,73,3,1,2,1,8.26,14,46,0,35,-70,36.5,-70.5,5,3.0446e-08,2.0374e-08,2,"N"
"915","73.2005.8.1.25.-70",2005,8,73,3,1,2,1,0.425,1,0,0,25,-70,29.5,-71.5,5,2.7491e-08,7.4635e-08,3,"N"
"916","73.2005.8.1.40.-60",2005,8,73,3,1,2,1,32.025,44,247,0,40,-60,41.5,-63.5,5,6.8019e-08,4.3011e-09,3,"N"
"917","73.2006.10.1.25.-85",2006,10,73,3,1,2,1,3.27,4,14,1,25,-85,28.5,-89.5,5,3.4227e-08,6.2744e-08,4,"N"
"918","73.2006.12.1.25.-70",2006,12,73,3,1,2,1,1.25,3,7,0,25,-70,29.5,-74.5,5,2.8418e-08,6.3718e-08,4,"N"
"919","73.2006.4.1.35.-65",2006,4,73,3,1,2,1,19.22,34,91,0,35,-65,36.5,-69,5,2.9417e-08,7.6816e-09,2,"N"
"920","73.2006.5.1.35.-65",2006,5,73,3,1,2,1,13.84,25,46,1,35,-65,36.5,-68.5,5,2.9942e-08,1.5954e-08,2,"N"
"921","73.2006.6.1.35.-60",2006,6,73,3,1,2,1,1.96,2,5,0,35,-60,39.5,-64.5,5,3.741e-08,5.5261e-09,2,"N"
"922","73.2007.4.1.35.-65",2007,4,73,3,1,2,1,31.615,43,140,0,35,-65,36.5,-68.5,5,2.9346e-08,1.5935e-08,2,"N"
"923","73.2007.4.1.35.-70",2007,4,73,3,1,2,1,11.68,16,46,1,35,-70,36.5,-70.5,5,2.9759e-08,7.8531e-09,2,"N"
"924","73.2007.6.1.30.-75",2007,6,73,3,1,2,1,0.425,1,3,0,30,-75,32.5,-75.5,5,3.0495e-08,4.0517e-08,2,"N"
"925","73.2007.7.1.30.-70",2007,7,73,3,1,2,1,2.34,6,11,0,30,-70,32.5,-74.5,5,2.9593e-08,4.6734e-08,3,"N"
"926","73.2007.8.1.40.-60",2007,8,73,3,1,2,1,34.195,51,338,0,40,-60,41.5,-63.5,5,7.1074e-08,3.9242e-09,3,"N"
"927","73.2008.1.1.35.-70",2008,1,73,3,1,2,1,5.6,9,20,0,35,-70,36.5,-70.5,5,2.9342e-08,2.8658e-08,1,"N"
"928","73.2008.10.1.35.-70",2008,10,73,3,1,2,1,5.52,9,21,0,35,-70,36.5,-70.5,5,3.0436e-08,3.2993e-08,4,"N"
"929","73.2008.11.1.25.-75",2008,11,73,3,1,2,1,0.4,1,1,0,25,-75,29.5,-77.5,5,3.1613e-08,9.4591e-08,4,"N"
"930","73.2008.7.1.30.-75",2008,7,73,3,1,2,1,0.8,2,4,0,30,-75,32.5,-75.5,5,2.992e-08,8.2773e-08,3,"N"
"931","73.2009.10.1.25.-70",2009,10,73,3,1,2,1,7.26,13,19,0,25,-70,29.5,-73.5,5,2.8696e-08,5.1541e-08,4,"N"
"932","73.2009.11.1.25.-80",2009,11,73,3,1,2,1,0.3,1,0,0,25,-80,28.5,-83.5,5,0,0,4,"N"
"933","73.2009.12.1.25.-70",2009,12,73,3,1,2,1,18.455,38,63,1,25,-70,29.5,-72.5,5,2.8496e-08,4.4917e-08,4,"N"
"934","73.2009.5.1.25.-85",2009,5,73,3,1,2,1,3.605,5,21,0,25,-85,27.5,-86.5,5,3.3793e-08,5.2023e-08,2,"N"
"935","73.2009.7.1.30.-70",2009,7,73,3,1,2,1,6,12,23,0,30,-70,32.5,-72.5,5,2.8814e-08,5.6413e-08,3,"N"
"936","73.2009.9.1.25.-70",2009,9,73,3,1,2,1,13.89,27,62,1,25,-70,29.5,-72.5,5,2.8077e-08,5.9324e-08,3,"N"
"937","73.2009.9.1.40.-65",2009,9,73,3,1,2,1,24.515,31,145,0,40,-65,40.5,-66.5,5,4.5611e-08,5.0232e-09,3,"N"
"938","73.2010.11.1.35.-70",2010,11,73,3,1,2,1,2.44,3,12,0,35,-70,37.5,-70.5,5,3.2485e-08,1.7174e-08,4,"N"
"939","73.2010.4.1.25.-70",2010,4,73,3,1,2,1,15.3,30,59,0,25,-70,29.5,-72.5,5,2.8145e-08,2.0369e-08,2,"N"
"940","73.2010.4.1.25.-75",2010,4,73,3,1,2,1,3,3,16,0,25,-75,28.5,-78.5,5,3.1199e-08,5.604e-08,2,"N"
"941","73.2010.5.1.25.-70",2010,5,73,3,1,2,1,11.765,26,49,0,25,-70,29.5,-72.5,5,2.8468e-08,2.1045e-08,2,"N"
"942","73.2010.7.1.40.-65",2010,7,73,3,1,2,1,9.29,14,52,0,40,-65,40.5,-66.5,5,4.5212e-08,3.2202e-09,3,"N"
"943","73.2011.11.1.25.-85",2011,11,73,3,1,2,1,9.01,11,40,0,25,-85,27.5,-86.5,5,3.141e-08,4.5374e-08,4,"N"
"944","73.2011.4.1.25.-70",2011,4,73,3,1,2,1,16.165,32,70,0,25,-70,29.5,-72.5,5,2.9166e-08,2.3872e-08,2,"N"
"945","73.2011.8.1.25.-70",2011,8,73,3,1,2,1,0.455,1,1,0,25,-70,29.5,-72.5,5,2.7514e-08,7.3202e-08,3,"N"
"946","73.2012.3.1.30.-70",2012,3,73,3,1,2,1,9.555,19,42,2,30,-70,30.5,-72.5,5,2.688e-08,4.7608e-08,1,"N"
"947","73.2012.4.1.35.-65",2012,4,73,3,1,2,1,25.74,39,99,0,35,-65,36.5,-68.5,5,2.8986e-08,1.5382e-08,2,"N"
"948","73.2012.6.1.25.-90",2012,6,73,3,1,2,1,2,4,12,0,25,-90,27.5,-90.5,5,3.3901e-08,7.4396e-08,2,"N"
"949","73.2013.1.1.35.-70",2013,1,73,3,1,2,1,19.52,30,69,0,35,-70,37.5,-70.5,5,2.9455e-08,8.3093e-09,1,"N"
"950","73.2013.10.1.35.-70",2013,10,73,3,1,2,1,14.47,25,69,1,35,-70,38.5,-70.5,5,3.4504e-08,1.3025e-08,4,"N"
"951","73.2013.12.1.35.-70",2013,12,73,3,1,2,1,10.86,17,58,0,35,-70,37.5,-70.5,5,3.0374e-08,9.2289e-09,4,"N"
"952","73.2013.2.1.30.-65",2013,2,73,3,1,2,1,10.6,12,38,1,30,-65,30.5,-68.5,5,2.69005e-08,3.9405e-08,1,"N"
"953","73.2013.3.1.25.-70",2013,3,73,3,1,2,1,2.95,7,11,0,25,-70,29.5,-73.5,5,2.7257e-08,5.0871e-08,1,"N"
"954","73.2013.4.1.25.-80",2013,4,73,3,1,2,1,1.66,2,0,0,25,-80,28,-84,5,0,2.0774e-08,2,"N"
"955","73.2013.8.1.40.-55",2013,8,73,3,1,2,1,6.18,9,51,0,40,-55,41.5,-59.5,5,5.9472e-08,1.2473e-08,3,"N"
"956","73.2014.10.1.25.-70",2014,10,73,3,1,2,1,17.83,37,68,1,25,-70,29.5,-73.5,5,2.9836e-08,7.0874e-08,4,"N"
"957","73.2014.8.1.40.-65",2014,8,73,3,1,2,1,7.72,8,71,0,40,-65,40.5,-66,5,5.8444e-08,8.4885e-09,3,"N"
"958","73.2015.1.1.25.-85",2015,1,73,3,1,2,1,12.48,16,43,0,25,-85,27.5,-86.5,5,3.21005e-08,4.22095e-08,1,"N"
"959","73.2015.1.1.30.-65",2015,1,73,3,1,2,1,4.9,6,15,0,30,-65,30.5,-68,5,2.7546e-08,3.3793e-08,1,"N"
"960","73.2015.10.1.25.-85",2015,10,73,3,1,2,1,4.56,6,25,0,25,-85,27.5,-87,5,3.42415e-08,8.2205e-08,4,"N"
"961","73.2015.11.1.40.-60",2015,11,73,3,1,2,1,2.785,4,11,0,40,-60,40.5,-63.5,5,3.5345e-08,1.366e-08,4,"N"
"962","73.2015.2.1.30.-65",2015,2,73,3,1,2,1,10.51,11,40,0,30,-65,30.5,-68.5,5,2.6927e-08,3.917e-08,1,"N"
"963","73.2015.4.1.10.-45",2015,4,73,3,1,2,1,4.5,5,17,0,10,-45,10.5,-49.5,5,3.0868e-08,1.4482e-07,2,"N"
"964","73.2015.5.1.35.-65",2015,5,73,3,1,2,1,17.255,29,74,0,35,-65,36.5,-68.5,5,2.8441e-08,1.9566e-08,2,"N"
"965","73.2015.8.1.40.-65",2015,8,73,3,1,2,1,7.915,13,57,0,40,-65,40.5,-66.5,5,5.7336e-08,7.6327e-09,3,"N"
"966","73.2015.9.1.25.-80",2015,9,73,3,1,2,1,0.76,1,0,0,25,-80,28.5,-84.5,5,0,0,3,"N"
"967","74.2004.11.1.40.-60",2004,11,74,3,1,2,1,6.69,5,42,0,40,-60,41.5,-62.5,6,2.977e-08,5.0883e-10,4,"N"
"968","74.2004.9.1.40.-55",2004,9,74,3,1,2,1,5.502,7,40,0,40,-55,41.5,-59.5,6,4.2773e-08,7.517e-09,3,"N"
"969","74.2005.3.1.35.-65",2005,3,74,3,1,2,1,2.808,4,11,0,35,-65,35.5,-68.5,6,1.7009e-08,1.2272e-08,1,"N"
"970","74.2005.9.1.40.-65",2005,9,74,3,1,2,1,15.066,13,121,0,40,-65,40.5,-66.5,6,4.5365e-08,4.7483e-09,3,"N"
"971","74.2006.8.1.40.-60",2006,8,74,3,1,2,1,16.818,16,154,0,40,-60,40.5,-64.5,6,5.0887e-08,5.1561e-09,3,"N"
"972","74.2007.11.1.25.-85",2007,11,74,3,1,2,1,3.432,4,5,0,25,-85,28,-87.5,6,2.0251e-08,4.7503e-08,4,"N"
"973","74.2007.7.1.30.-75",2007,7,74,3,1,2,1,0.804,2,3,0,30,-75,32.5,-75.5,6,1.8349e-08,4.8108e-08,3,"N"
"974","74.2007.8.1.40.-65",2007,8,74,3,1,2,1,8.346,9,118,0,40,-65,40.5,-67.5,6,5.9369e-08,4.097e-09,3,"N"
"975","74.2008.1.1.35.-65",2008,1,74,3,1,2,1,6.348,8,23,1,35,-65,37.5,-68.5,6,1.8285e-08,7.2699e-09,1,"N"
"976","74.2008.10.1.35.-65",2008,10,74,3,1,2,1,1.518,2,8,0,35,-65,38,-68,6,2.02995e-08,2.0501e-08,4,"N"
"977","74.2010.6.1.25.-70",2010,6,74,3,1,2,1,3,5,13,0,25,-70,29.5,-71.5,6,1.8164e-08,2.1956e-08,2,"N"
"978","74.2010.6.1.30.-70",2010,6,74,3,1,2,1,9.948,13,16,0,30,-70,33.5,-72.5,6,1.7524e-08,1.9045e-08,2,"N"
"979","74.2010.7.1.40.-60",2010,7,74,3,1,2,1,1.836,2,10,0,40,-60,40.5,-64.5,6,2.6445e-08,5.3626e-09,3,"N"
"980","74.2011.2.1.25.-70",2011,2,74,3,1,2,1,0.45,1,0,0,25,-70,29.5,-72.5,6,1.6419e-08,2.9219e-08,1,"N"
"981","74.2011.5.1.35.-70",2011,5,74,3,1,2,1,3.006,3,9,0,35,-70,35.5,-71.5,6,1.8079e-08,1.7944e-08,2,"N"
"982","74.2011.6.1.30.-65",2011,6,74,3,1,2,1,0.702,1,4,0,30,-65,30.5,-69.5,6,1.8762e-08,2.0868e-08,2,"N"
"983","74.2012.1.1.25.-75",2012,1,74,3,1,2,1,4.02,10,10,1,25,-75,25.5,-77.5,6,1.79455e-08,1.0776e-07,1,"N"
"984","74.2012.10.1.35.-65",2012,10,74,3,1,2,1,5.958,7,30,0,35,-65,39.5,-66.5,6,2.0995e-08,1.1998e-08,4,"N"
"985","74.2012.2.1.25.-70",2012,2,74,3,1,2,1,4.8,8,16,0,25,-70,27.5,-74,6,1.70055e-08,6.20615e-08,1,"N"
"986","74.2012.5.1.25.-70",2012,5,74,3,1,2,1,3.192,4,13,0,25,-70,29.5,-73.5,6,1.7447e-08,3.672e-08,2,"N"
"987","74.2012.5.1.35.-65",2012,5,74,3,1,2,1,2.082,3,8,0,35,-65,36.5,-69.5,6,1.8003e-08,1.4634e-08,2,"N"
"988","74.2012.8.1.35.-65",2012,8,74,3,1,2,1,1.2,2,6,0,35,-65,36.5,-68.5,6,2.1516e-08,5.2113e-08,3,"N"
"989","74.2013.6.1.35.-65",2013,6,74,3,1,2,1,0.918,1,1,0,35,-65,37.5,-69.5,6,1.8578e-08,1.4766e-08,2,"N"
"990","74.2013.7.1.25.-75",2013,7,74,3,1,2,1,2.304,6,3,0,25,-75,25.5,-76.5,6,1.8091e-08,1.268e-07,3,"N"
"991","75.2004.5.1.25.-75",2004,5,75,3,1,2,2,0.402,2,0,0,25,-75,25.5,-78.5,3,0,0,2,"N"
"992","76.2004.5.1.30.-75",2004,5,76,3,1,2,2,1.4,5,0,0,30,-75,32.5,-75.5,4,2.8908e-08,4.4375e-08,2,"N"
"993","76.2004.6.1.30.-75",2004,6,76,3,1,2,2,1.296,4,0,0,30,-75,32.5,-75.5,4,2.8966e-08,5.1512e-08,2,"N"
"994","77.2004.5.1.30.-70",2004,5,77,3,1,2,2,7.805,21,27,2,30,-70,32.5,-72.5,5,2.2811e-08,3.6622e-08,2,"N"
"995","77.2004.6.1.35.-70",2004,6,77,3,1,2,2,4.095,7,13,0,35,-70,36.5,-70.5,5,2.3905e-08,2.232e-08,2,"N"
"996","77.2004.7.1.35.-65",2004,7,77,3,1,2,2,3.165,6,10,0,35,-65,37.5,-68.5,5,2.6204e-08,2.61795e-08,3,"N"
"997","77.2008.7.1.40.-65",2008,7,77,3,1,2,2,1.6,2,9,0,40,-65,40.5,-67.5,5,4.8087e-08,1.8888e-09,3,"N"
"998","78.2004.5.1.25.-75",2004,5,78,3,1,2,2,4.11,12,1,1,25,-75,25.5,-76.5,6,2.3636e-08,7.1991e-08,2,"N"
"999","78.2004.7.1.40.-60",2004,7,78,3,1,2,2,4.248,4,9,0,40,-60,41.5,-61.5,6,3.77575e-08,3.10845e-09,3,"N"
"1000","78.2012.4.1.25.-70",2012,4,78,3,1,2,2,6.384,8,10,0,25,-70,29.5,-74.5,6,2.1792e-08,3.5963e-08,2,"N"
"1001","80.2004.3.1.25.-75",2004,3,80,3,1,2,3,3.6,6,6,0,25,-75,25.5,-76.5,5,2.37435e-08,9.76035e-08,1,"N"
"1002","81.2005.10.1.35.-65",2005,10,81,3,1,2,3,0.924,1,42,0,35,-65,39.5,-68.5,6,3.8279e-08,6.5065e-09,4,"N"
"1003","82.1990.1.1.25.-90",1990,1,82,3,1,2,3,0.4,1,0,0,25,-90,28.5,-90.5,2,0,0,1,"N"
"1004","82.1990.11.1.45.-40",1990,11,82,3,1,2,3,1.2,3,18,0,45,-40,45.5,-43.5,2,5.0243e-08,1.9335e-10,4,"N"
"1005","82.1990.12.1.30.-75",1990,12,82,3,1,2,3,0.704,4,13,1,30,-75,31.5,-75.5,2,3.0374e-08,8.1713e-08,4,"N"
"1006","82.1990.2.1.20.-65",1990,2,82,3,1,2,3,11.378,30,149,13,20,-65,21.5,-68.5,2,2.9967e-08,1.6627e-07,1,"N"
"1007","82.1990.3.1.15.-70",1990,3,82,3,1,2,3,0.9,3,10,3,15,-70,19.5,-74.5,2,3.15e-08,1.3454e-07,1,"N"
"1008","82.1990.3.1.25.-70.0",1990,3,82,3,1,2,3,4.574,20,47,6,25,-70,26.5,-74.5,2,2.9437e-08,1.0137e-07,1,"N"
"1009","82.1990.5.1.25.-70.1",1990,5,82,3,1,2,3,5.996,20,71,4,25,-70,27.5,-74.5,2,3.05325e-08,6.1581e-08,2,"N"
"1010","82.1990.7.1.45.-35",1990,7,82,3,1,2,3,12.432,24,229,0,45,-35,46.5,-37.5,2,4.5637e-08,5.4562e-10,3,"N"
"1011","82.1990.8.1.45.-35",1990,8,82,3,1,2,3,8.654,19,200,0,45,-35,47.5,-36.5,2,5.7121e-08,6.1988e-10,3,"N"
"1012","82.1991.1.1.20.-55",1991,1,82,3,1,2,3,21.498,51,235,26,20,-55,21.5,-56.5,2,2.9906e-08,1.5278e-07,1,"N"
"1013","82.1991.1.1.25.-85",1991,1,82,3,1,2,3,22.358,52,254,10,25,-85,27.5,-86.5,2,3.2634e-08,4.292e-08,1,"N"
"1014","82.1991.11.1.30.-75",1991,11,82,3,1,2,3,1.136,5,17,0,30,-75,32.5,-75.5,2,3.1081e-08,7.3946e-08,4,"N"
"1015","82.1991.2.1.25.-90",1991,2,82,3,1,2,3,1.8,5,0,0,25,-90,28.5,-92.5,2,0,0,1,"N"
"1016","82.1991.3.1.15.-60",1991,3,82,3,1,2,3,0.852,3,11,3,15,-60,17.5,-60.5,2,3.1642e-08,1.596e-07,1,"N"
"1017","82.1991.3.1.20.-65.2",1991,3,82,3,1,2,3,6.9,20,74,8,20,-65,21.5,-68,2,2.9719e-08,1.34735e-07,1,"N"
"1018","82.1991.3.1.20.-65.5",1991,3,82,3,1,2,3,4.592,14,54,2,20,-65,21.5,-66.5,2,2.9695e-08,1.3999e-07,1,"N"
"1019","82.1991.5.1.20.-65",1991,5,82,3,1,2,3,0.65,2,7,0,20,-65,21.5,-67,2,3.0929e-08,1.1171e-07,2,"N"
"1020","82.1991.5.1.25.-70.3",1991,5,82,3,1,2,3,5.36,20,54,2,25,-70,27.5,-73.5,2,3.0479e-08,5.3168e-08,2,"N"
"1021","82.1991.7.1.40.-65",1991,7,82,3,1,2,3,1.63,4,28,0,40,-65,40.5,-65.5,2,4.6295e-08,3.8896e-09,3,"N"
"1022","82.1992.10.1.30.-70",1992,10,82,3,1,2,3,14.934,58,167,5,30,-70,32.5,-73,2,3.0531e-08,4.6459e-08,4,"N"
"1023","82.1992.12.1.40.-65",1992,12,82,3,1,2,3,0.4,2,4,0,40,-65,40.5,-65.5,2,3.9568e-08,1.4785e-09,4,"N"
"1024","82.1992.2.1.20.-50",1992,2,82,3,1,2,3,1.8,3,21,1,20,-50,22.5,-54.5,2,2.9617e-08,1.472e-07,1,"N"
"1025","82.1992.2.1.25.-70.2",1992,2,82,3,1,2,3,5.71,20,63,0,25,-70,29.5,-73.5,2,2.789e-08,6.4249e-08,1,"N"
"1026","82.1992.2.1.25.-70.4",1992,2,82,3,1,2,3,6.464,20,77,2,25,-70,29.5,-71.5,2,2.7961e-08,5.7102e-08,1,"N"
"1027","82.1992.3.1.25.-70",1992,3,82,3,1,2,3,19.358,71,183,11,25,-70,28.5,-73.5,2,2.9442e-08,6.7495e-08,1,"N"
"1028","82.1992.3.1.30.-75",1992,3,82,3,1,2,3,1.1,4,10,0,30,-75,30.5,-75.5,2,2.8383e-08,6.6707e-08,1,"N"
"1029","82.1992.6.1.40.-40",1992,6,82,3,1,2,3,3.344,8,41,0,40,-40,44.5,-41.5,2,3.5306e-08,1.5242e-09,2,"N"
"1030","82.1993.1.1.25.-90",1993,1,82,3,1,2,3,0.8,1,8,0,25,-90,27.5,-91.5,2,3.2161e-08,5.3657e-08,1,"N"
"1031","82.1993.11.1.20.-65",1993,11,82,3,1,2,3,10.72,29,137,11,20,-65,21.5,-67.5,2,3.1238e-08,1.4493e-07,4,"N"
"1032","82.1993.2.1.20.-50",1993,2,82,3,1,2,3,5.22,8,62,4,20,-50,21,-51.5,2,2.9683e-08,1.41605e-07,1,"N"
"1033","82.1993.3.1.20.-40",1993,3,82,3,1,2,3,0.3,1,5,0,20,-40,21.5,-43.5,2,2.9803e-08,1.1454e-07,1,"N"
"1034","82.1993.5.1.20.-65",1993,5,82,3,1,2,3,6.682,19,73,4,20,-65,21.5,-68.5,2,3.1035e-08,1.1109e-07,2,"N"
"1035","82.1993.5.1.30.-65",1993,5,82,3,1,2,3,0.25,1,2,0,30,-65,34.5,-69.5,2,2.9339e-08,2.2415e-08,2,"N"
"1036","82.1993.5.1.40.-40",1993,5,82,3,1,2,3,0.84,2,11,0,40,-40,44.5,-40.5,2,3.4987e-08,1.8174e-09,2,"N"
"1037","82.1993.8.1.20.-75",1993,8,82,3,1,2,3,1.05,3,13,1,20,-75,24.5,-79.5,2,3.6784e-08,1.7096e-07,3,"N"
"1038","82.1993.9.1.25.-75",1993,9,82,3,1,2,3,2.92,14,27,2,25,-75,27.5,-75.5,2,3.016e-08,1.1e-07,3,"N"
"1039","82.1993.9.1.35.-65",1993,9,82,3,1,2,3,5.8,7,109,0,35,-65,39.5,-67.5,2,4.8022e-08,1.2019e-08,3,"N"
"1040","82.1994.1.1.25.-60",1994,1,82,3,1,2,3,2.424,6,27,2,25,-60,28.5,-61.5,2,2.88565e-08,4.1956e-08,1,"N"
"1041","82.1994.11.1.25.-65",1994,11,82,3,1,2,3,0.45,1,5,0,25,-65,29.5,-69.5,2,3.0439e-08,3.6811e-08,4,"N"
"1042","82.1994.11.1.25.-70",1994,11,82,3,1,2,3,4.568,22,34,2,25,-70,29.5,-73.5,2,3.0424e-08,4.6882e-08,4,"N"
"1043","82.1994.12.1.25.-70",1994,12,82,3,1,2,3,3.202,16,31,1,25,-70,26.5,-73.5,2,3.0081e-08,1.1969e-07,4,"N"
"1044","82.1994.3.1.25.-90",1994,3,82,3,1,2,3,1.2,3,0,0,25,-90,28.5,-91.5,2,0,0,1,"N"
"1045","82.1994.5.1.25.-75",1994,5,82,3,1,2,3,1.618,7,19,0,25,-75,27.5,-75.5,2,3.0867e-08,5.7762e-08,2,"N"
"1046","82.1994.6.1.25.-75",1994,6,82,3,1,2,3,1.05,3,18,3,25,-75,27.5,-75.5,2,3.0517e-08,7.5925e-08,2,"N"
"1047","82.1994.9.1.15.-60",1994,9,82,3,1,2,3,0.8,2,10,2,15,-60,18.5,-62.5,2,3.1874e-08,1.5961e-07,3,"N"
"1048","82.1995.2.1.25.-70",1995,2,82,3,1,2,3,5.48,27,63,2,25,-70,27.5,-73.5,2,2.9461e-08,7.6426e-08,1,"N"
"1049","82.1995.3.1.25.-80",1995,3,82,3,1,2,3,0.552,2,0,0,25,-80,28.5,-83.5,2,0,0,1,"N"
